-113.90311 34.75250
-113.91057 34.87114
-113.91105 34.87247
-113.90003 34.94276
-113.91479 34.97865
-113.88443 35.00192
-113.89561 35.07482
-113.93583 35.22393
-113.99645 35.34295
-113.99911 35.39404
-114.00803 35.45805
-114.03375 35.52126
-114.04585 35.58783
-114.05419 35.66743
-114.03991 35.72071
-114.05699 35.77359
-114.07238 35.84464
-114.06355 35.91995
-114.02858 35.98904
-113.94098 36.03175
-113.82832 35.98605
-113.77123 35.89953
-113.68392 35.98235
-113.62141 36.09499
-113.59981 36.25333
-113.55714 36.48091
-113.52146 36.70505
-113.50887 36.90058
-113.50885 36.90104
-113.50880 36.90104
-113.44270 36.89578
-113.39284 36.89314
-113.22663 36.88831
-113.11697 36.88766
-113.00263 36.88797
-112.88961 36.88901
-112.76138 36.89141
-112.73768 36.89184
-112.71730 36.89218
-112.52595 36.89579
-112.28692 36.90047
-112.14533 36.90351
-111.83094 36.91090
-111.44800 36.92107
-111.26445 36.92497
-111.12379 36.92705
-110.91471 36.93150
-110.61800 36.93684
-110.43234 36.94021
-110.15833 36.93845
-110.02625 36.94095
-109.72477 36.94710
-109.32725 36.95412
-109.16241 36.95683
-108.93922 36.96021
-108.93906 36.96022
-108.93906 36.96011
-108.93608 36.81432
-108.93305 36.66514
-108.92968 36.50647
-108.92724 36.37773
-108.92450 36.25289
-108.92251 36.14857
-108.91895 35.99254
-108.91706 35.89209
-108.91452 35.77153
-108.91098 35.61189
-108.90678 35.41943
-108.90300 35.26793
-108.89305 34.87380
-108.88887 34.67048
-108.88302 34.40150
-108.86507 34.04022
-108.84041 33.66639
-108.78405 33.29386
-108.72195 33.00755
-108.60182 32.61359
-108.44038 32.30365
-108.29700 32.07446
-108.13112 31.76918
-108.04145 31.53704
-107.95939 31.22562
-107.96769 31.22588
-108.14690 31.23160
-108.19244 31.23270
-108.22508 31.23336
-108.26556 31.23393
-108.32758 31.23481
-108.39699 31.23514
-108.48382 31.23550
-108.63390 31.23590
-108.79868 31.23769
-109.00856 31.24450
-109.27546 31.25559
-109.34476 31.25896
-109.42127 31.26262
-109.53157 31.26796
-109.61727 31.27065
-109.67200 31.27180
-109.67650 31.27193
-109.70544 31.27244
-109.85079 31.29174
-109.98136 31.33021
-110.04076 31.34669
-110.08020 31.35718
-110.11785 31.36706
-110.15031 31.37521
-110.22028 31.39244
-110.26268 31.40252
-110.28511 31.40762
-110.33074 31.41797
-110.37327 31.42692
-110.44006 31.44027
-110.48433 31.44859
-110.57641 31.46586
-110.65314 31.47991
-110.80691 31.51049
-110.87270 31.52490
-110.89616 31.53015
-110.94198 31.54073
-111.01771 31.55875
-111.07061 31.57188
-111.09255 31.57738
-111.15296 31.59251
-111.27667 31.62414
-111.35515 31.64466
-111.39390 31.65528
-111.48262 31.68123
-111.53206 31.69590
-111.59236 31.71369
-111.63468 31.72619
-111.67886 31.73898
-111.70903 31.74767
-111.75518 31.76047
-111.78131 31.76710
-111.81497 31.77599
-111.84849 31.78393
-112.09988 31.83336
-112.11474 31.83560
-112.17094 31.84146
-112.37672 31.84472
-112.47859 31.84102
-112.54236 31.83788
-112.57214 31.83567
-112.63047 31.83063
-112.66432 31.82611
-112.67906 31.82230
-112.68752 31.81850
-112.70773 31.80097
-112.72657 31.72604
-112.73155 31.66336
-112.73409 31.65155
-112.74946 31.67098
-112.75919 31.68796
-112.76946 31.69933
-112.77672 31.70768
-112.79218 31.73164
-112.80772 31.75256
-112.82726 31.78417
-112.84702 31.81100
-112.84370 31.80503
-112.83010 31.77900
-112.84544 31.80157
-112.86190 31.82575
-112.88276 31.85493
-112.89091 31.86270
-112.90414 31.87986
-112.92139 31.90561
-112.92289 31.91051
-112.92924 31.92460
-112.94872 31.95366
-112.96877 31.98303
-112.99300 32.02045
-112.99987 32.02972
-113.00574 32.03756
-113.01146 32.04485
-113.01687 32.05265
-113.02116 32.05885
-113.02422 32.06320
-113.04039 32.08690
-113.04918 32.09850
-113.05839 32.11262
-113.06697 32.12530
-113.06850 32.12761
-113.09831 32.17951
-113.09998 32.20909
-113.11251 32.25054
-113.29749 32.53476
-113.44149 32.65771
-113.53771 32.66135
-113.81600 32.91955
-113.96435 33.14714
-113.94273 33.29158
-113.91895 33.46324
-113.88880 33.60577
-113.90165 33.77993
-113.88484 33.85934
-113.86743 33.91702
-113.80801 34.00420
-113.73192 34.09230
-113.65235 34.13407
-113.55778 34.26931
-113.65646 34.36590
-113.71788 34.41845
-113.76977 34.56141
-113.80131 34.62157
-113.85969 34.68434
-113.90290 34.75195
