-103.51278 32.01956
-103.96268 32.01570
-104.60627 32.01291
-105.09614 32.01391
-105.74830 32.02657
-106.22903 32.01931
-106.27834 32.00701
-106.26286 31.95057
-106.26607 31.92281
-106.24091 31.85616
-106.19088 31.81422
-106.17601 31.79129
-106.17621 31.79138
-106.17845 31.79196
-106.19697 31.79122
-106.20379 31.79091
-106.22380 31.78997
-106.23271 31.78952
-106.24284 31.78906
-106.27274 31.78706
-106.27646 31.78682
-106.32004 31.78306
-106.32534 31.78284
-106.33286 31.78222
-106.36452 31.77856
-106.39955 31.77405
-106.41482 31.77179
-106.44032 31.76777
-106.45716 31.76498
-106.47134 31.76234
-106.47497 31.76167
-106.47822 31.76106
-106.47860 31.76099
-106.47969 31.76066
-106.55995 31.74485
-106.65485 31.72468
-106.66723 31.72189
-106.67430 31.72035
-106.68322 31.71846
-106.70172 31.71455
-106.71467 31.71192
-106.72708 31.70937
-106.74203 31.70635
-106.77045 31.70104
-106.78911 31.69770
-106.80551 31.69495
-106.83622 31.69038
-106.86025 31.68716
-106.86121 31.68715
-106.86187 31.68706
-106.86310 31.68691
-106.86458 31.68673
-106.86772 31.68631
-106.87104 31.68593
-106.87579 31.68540
-106.88634 31.68419
-106.90446 31.68233
-106.90880 31.68191
-106.93394 31.67955
-106.95705 31.67776
-106.98924 31.67551
-107.00266 31.67453
-107.00821 31.67415
-107.01746 31.67353
-107.02996 31.67268
-107.06974 31.66979
-107.09532 31.66777
-107.12670 31.66521
-107.13605 31.66445
-107.15262 31.66309
-107.15560 31.66285
-107.17288 31.66157
-107.21009 31.65898
-107.22531 31.65799
-107.24824 31.65665
-107.25649 31.65625
-107.25101 31.61629
-107.24867 31.60098
-107.24763 31.59436
-107.24700 31.59045
-107.24664 31.58834
-107.24159 31.55917
-107.22828 31.49471
-107.21946 31.45746
-107.21207 31.42801
-107.20275 31.39172
-107.19574 31.36592
-107.19538 31.36462
-107.18957 31.34270
-107.17645 31.29056
-107.16441 31.23509
-107.16036 31.21349
-107.15627 31.18950
-107.28790 31.18980
-107.30707 31.19015
-107.35947 31.19171
-107.38704 31.19276
-107.43953 31.19539
-107.52561 31.20104
-107.56583 31.20387
-107.61748 31.20761
-107.62914 31.20834
-107.63726 31.20885
-107.64544 31.20935
-107.64953 31.20960
-107.66135 31.21032
-107.66997 31.21083
-107.73393 31.21489
-107.77333 31.21739
-107.79930 31.21887
-107.91159 31.22367
-107.95934 31.22534
-107.95939 31.22562
-108.04145 31.53704
-108.13112 31.76918
-108.29700 32.07446
-108.44038 32.30365
-108.60182 32.61359
-108.72195 33.00755
-108.78405 33.29386
-108.84041 33.66639
-108.86507 34.04022
-108.88302 34.40150
-108.88887 34.67048
-108.89305 34.87380
-108.90300 35.26793
-108.90678 35.41943
-108.91098 35.61189
-108.91452 35.77153
-108.91706 35.89209
-108.91895 35.99254
-108.92251 36.14857
-108.92450 36.25289
-108.92724 36.37773
-108.92968 36.50647
-108.93305 36.66514
-108.93608 36.81432
-108.93906 36.96011
-108.93906 36.96022
-108.93902 36.96022
-108.79267 36.96228
-108.64558 36.96449
-108.42610 36.96785
-108.10174 36.97320
-107.77717 36.97588
-107.42218 36.98362
-107.33913 36.98713
-107.17549 36.99270
-106.93090 36.99298
-106.82170 36.99096
-106.67094 36.98120
-106.56629 36.98187
-106.42387 36.98546
-106.14190 36.99371
-105.93776 36.99670
-105.65614 36.99721
-105.50434 36.99658
-105.15482 36.99495
-104.76238 36.99339
-104.49191 36.99372
-104.17238 36.99535
-103.92611 36.99693
-103.53881 36.99929
-103.26052 37.00006
-103.01347 37.00086
-103.00211 37.00076
-103.00211 37.00072
-103.00224 36.96928
-103.00223 36.95100
-103.00218 36.91654
-103.00217 36.91474
-103.00214 36.90315
-103.00213 36.89827
-103.00207 36.87070
-103.00195 36.81811
-103.00201 36.76976
-103.00203 36.74376
-103.00198 36.72012
-103.00200 36.70213
-103.00203 36.68610
-103.00222 36.67738
-103.00203 36.65416
-103.00215 36.62868
-103.00210 36.60356
-103.00207 36.59281
-103.00210 36.57020
-103.00214 36.56480
-103.00217 36.54970
-103.00216 36.53059
-103.00209 36.51573
-103.00209 36.50708
-103.00226 36.50145
-103.00224 36.50139
-103.02376 36.50137
-103.04101 35.76677
-103.04192 35.21435
-103.04177 35.13865
-103.04206 34.89178
-103.04217 34.67589
-103.04225 34.53924
-103.04234 34.41384
-103.04220 34.27596
-103.04167 34.04454
-103.04668 33.72322
-103.05210 33.35762
-103.05627 33.00905
-103.05080 32.60695
-102.98553 32.02589
-103.51277 32.01957
